Tag;Parts_Id;01/05/2020;01/06/2020;01/07/2020;01/08/2020;01/09/2020;01/10/2020;01/11/2020;01/12/2020;01/01/2021;01/02/2021;01/03/2021;01/04/2021;01/05/2021;01/06/2021;01/07/2021;01/08/2021;01/09/2021;01/10/2021;01/11/2021;01/12/2021;01/01/2022;01/02/2022;01/03/2022;01/04/2022;01/05/2022;01/06/2022;01/07/2022;01/08/2022;01/09/2022;01/10/2022;01/11/2022;01/12/2022;01/01/2023;01/02/2023;01/03/2023;01/04/2023
Secchi;3877;1485;1485;792;2574;2238;438;990;990;198;1881;1305;612;1287;2277;1701;2811;2055;1881;2673;990;594;1485;3066;1812;3276;945;1683;3276;1935;2025;3168;1782;1581;1188;4089;843
Secchi;3878;1485;1683;900;1980;2772;1332;1041;243;1134;1629;1584;990;1782;1485;3069;2376;1386;1980;1386;693;1848;2070;2535;1881;1683;1545;2589;2151;2178;2520;2376;396;2970;792;3168;1485
Secchi;3723;100;NULL;792.5;650;307.5;400;750;NULL;NULL;512.5;250;300;NULL;150;125;NULL;200;NULL;NULL;100;NULL;NULL;612.5;NULL;122.5;NULL;577.5;950;NULL;NULL;82.5;NULL;NULL;575;247.5;NULL
Secchi;3732;NULL;NULL;NULL;NULL;NULL;NULL;NULL;165;NULL;NULL;NULL;330;12.5;NULL;165;NULL;247.5;247.5;NULL;330;NULL;NULL;NULL;NULL;330;NULL;NULL;492.5;NULL;NULL;330;NULL;NULL;NULL;825;NULL
Secchi;3734;NULL;NULL;NULL;NULL;125;NULL;NULL;165;NULL;165;165;82.5;342.5;247.5;NULL;NULL;412.5;247.5;NULL;247.5;NULL;NULL;330;990;NULL;165;990;NULL;NULL;NULL;247.5;NULL;NULL;330;330;NULL
Secchi;3739;2073;1386;3717;3306;2601;2832;1410;1260;927;1116;2055;1341;2340;4944;2997;2076;2604;2733;3270;1503;843;3843;2508;1806;3249;2163;2973;3135;1059;2634;2880;2229;3351;2052;4083;3210
Secchi;3741;81;849;2730;5286;819;1038;741;516;417;294;405;7122;2691;9273;4677;4980;4095;4131;4980;3546;828;3312;4653;7608;7515;6264;6705;5622;5457;5007;5628;4017;1890;3492;5049;7899
Secchi;3748;633;1122;1332;1329;1293;2535;1107;1242;2052;2337;1569;2271;1491;2040;3018;813;2415;2469;2877;765;2631;2076;3090;2205;1551;3210;1134;1623;2751;2256;3159;1551;2247;2523;3345;2040
Secchi;3750;249;852;501;711;1194;858;414;219;192;396;606;255;336;1104;693;1038;621;990;1230;372;378;309;1335;402;819;693;927;1230;1248;465;1080;396;1170;525;846;813
Secchi;3757;NULL;NULL;NULL;NULL;450;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3905;NULL;594;NULL;NULL;1188;NULL;3564;NULL;NULL;NULL;NULL;NULL;NULL;1782;NULL;NULL;NULL;NULL;NULL;NULL;NULL;594;NULL;594;NULL;1782;NULL;NULL;594;NULL;NULL;NULL;594;NULL;588;594
Secchi;3921;NULL;NULL;NULL;NULL;NULL;756;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3922;NULL;NULL;NULL;NULL;NULL;739.2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3935;NULL;900;900;450;NULL;900;900;450;1800;450;NULL;450;2916;450;450;NULL;1350;NULL;450;450;1350;1350;NULL;900;1350;900;900;900;450;900;NULL;1350;900;450;450;450
Secchi;3938;NULL;500;NULL;NULL;500;500;NULL;500;NULL;NULL;NULL;NULL;495;NULL;NULL;500;NULL;500;500;NULL;500;NULL;NULL;NULL;500;500;NULL;NULL;500;500;NULL;500;NULL;500;NULL;500
Secchi;3939;900;4950;6300;6300;11700;4500;1800;450;1350;450;900;900;4801.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4050;NULL;NULL;1354.5;7290
Secchi;3952;500;500;500;500;500;500;500;NULL;500;500;NULL;500;500;NULL;500;500;NULL;NULL;500;500;500;NULL;500;500;500;NULL;500;NULL;430;NULL;1000;NULL;NULL;950;NULL;500
Secchi;3953;NULL;500;500;NULL;500;NULL;500;NULL;500;NULL;915;NULL;NULL;500;465;NULL;500;NULL;500;NULL;500;430;NULL;500;500;NULL;500;NULL;NULL;450;500;NULL;NULL;500;NULL;NULL
Secchi;3879;4158;4758;3180;5742;4752;5742;2871;3465;3564;4950;4257;4356;3777;5643;5346;3168;5544;3366;6237;1992;4443;5742;4275;4950;5643;4653;3663;5292;4059;6336;3663;966;7197;5742;5742;5148
Secchi;3880;1218;2124;1287;2691;1683;2916;1386;2421;1827;738;2520;1134;951;1980;2406;1605;2703;1872;2991;1485;1644;1149;2376;2139;2040;2349;1287;1455;1407;2097;1782;2376;2772;1398;3069;2970
Secchi;3894;NULL;NULL;594;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;594;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;591;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;198;NULL;NULL;NULL;99
Secchi;3895;594;99;693;594;99;693;NULL;594;792;NULL;1188;792;594;894;NULL;594;792;NULL;594;792;NULL;693;NULL;792;594;693;30;204;594;594;594;198;594;747;NULL;609
Secchi;3896;99;693;99;99;792;198;NULL;NULL;792;NULL;198;693;NULL;594;198;NULL;792;99;NULL;99;693;99;NULL;990;NULL;NULL;594;99;594;198;NULL;693;72;198;594;99
Secchi;3897;198;NULL;792;198;693;198;594;NULL;198;594;198;NULL;594;693;198;NULL;198;NULL;636;198;99;792;NULL;1188;NULL;NULL;594;NULL;594;99;198;NULL;792;NULL;594;594
Secchi;3910;NULL;867.1;NULL;NULL;NULL;NULL;1435.5;1479;NULL;NULL;NULL;NULL;NULL;1409.4;NULL;1508;1403.6;NULL;1429.7;NULL;4315.2;1371.7;NULL;2775.3;NULL;46.4;NULL;NULL;2981.2;NULL;1452.9;NULL;1345.6;NULL;1473.2;1426.8
Secchi;3911;NULL;861.3;NULL;NULL;NULL;NULL;957;1044;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1835.7;NULL;NULL;NULL;NULL;1467.4;NULL;NULL;NULL;NULL;1438.4;NULL;NULL;NULL;NULL;NULL;1447.1;NULL;NULL;NULL;NULL
Secchi;3773;NULL;NULL;30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;NULL;30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3775;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;300;NULL;NULL;NULL;NULL;NULL;NULL;NULL;900;NULL;NULL;NULL;510;NULL;NULL;375;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3782;2271;2376;2493;3378;1692;1908;3345;1443;2322;2961;3753;2409;1662;2457;3120;2622;2589;1890;3138;1494;3063;3507;2931;1845;2868;1671;2772;1632;1593;2505;3183;3111;1128;2088;2667;2109
Secchi;3798;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;594;1122;2031;2700;2706;1842;1188;594;1782;2376;1782;2376;1188;2376;1188;1188;1782;1782;2376;1188;1782;2376;1782
Secchi;3800;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;297;NULL;NULL;375;NULL;180;1188;NULL;594;NULL;594;NULL;537;NULL;NULL;594;594;NULL;594;594;NULL
Secchi;3807;NULL;3024;864;1728;1296;1728;NULL;864;432;1296;432;864;2604;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3809;432;432;432;864;420;432;NULL;432;NULL;432;432;NULL;864;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;3814;NULL;NULL;NULL;NULL;NULL;1599;NULL;NULL;3000;2916;1455;NULL;4296;NULL;1350;3090;NULL;NULL;4515;1782;NULL;1548;1803;NULL;NULL;NULL;NULL;1782;NULL;NULL;1542;NULL;3264;NULL;NULL;3132
Secchi;3912;NULL;867.1;NULL;NULL;NULL;NULL;957;574.2;NULL;NULL;NULL;NULL;NULL;1473.2;NULL;1508;1508;NULL;1406.5;NULL;1484.8;1345.6;NULL;1490.6;NULL;1461.6;NULL;NULL;NULL;NULL;NULL;NULL;1438.4;NULL;NULL;NULL
Secchi;3913;NULL;1412.3;NULL;NULL;NULL;NULL;957;1073;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1461.6;NULL;NULL;NULL;NULL;1508;NULL;NULL;1493.5;NULL;NULL;NULL;NULL;NULL;NULL;1429.7;NULL;NULL;NULL;NULL;NULL
Secchi;3914;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1302.1;1438.4;NULL;NULL;1473.2;NULL;NULL;NULL;NULL;NULL
Secchi;3927;975;3690;11800;5030;9675;14445;950;1900;600;845;4000;530;3930;6265;14525;3890;11115;14435;4785;3875;4075;4235;5250;9070;5775;5950;13405;7750;11460;5225;4625;4900;4180;4035;4460;2855
Secchi;3928;495;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;500;NULL;NULL;NULL;500;NULL;NULL;1000;NULL;500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;500
Secchi;3929;NULL;3150;450;900;1350;900;2695.5;3600;NULL;450;NULL;2250;3150;1350;450;1350;2700;900;900;2700;NULL;2700;900;3150;900;1800;900;2250;1350;1800;450;1800;1800;900;1350;1800
Secchi;3930;NULL;900;1350;900;450;450;900;NULL;900;450;NULL;900;900;450;450;450;900;NULL;450;450;450;1350;450;450;900;900;900;900;450;450;900;1350;801;450;900;450
Secchi;3944;NULL;1065;455;1100;1000;NULL;1000;500;500;450;920;500;500;500;1000;965;500;NULL;1000;500;1000;500;500;500;1000;305;1000;505;500;1500;NULL;420;500;1000;405;500
Secchi;3954;2700;4050;4050;6750;4500;3150;4050;2358;4158;4500;3600;4050;4500;4950;4950;6750;3600;3600;4050;4500;4950;3870;4050;5850;5400;5400;4050;4500;3600;4500;4500;5400;2700;4950;5400;4950
Secchi;3955;450;NULL;NULL;450;450;NULL;450;NULL;NULL;NULL;450;450;NULL;450;NULL;NULL;450;NULL;NULL;450;NULL;450;NULL;450;NULL;450;NULL;450;450;NULL;NULL;450;450;NULL;450;NULL
Secchi;3969;366;2868;1866;1326;3936;3456;1146;2538;1416;1284;1854;2226;2316;3036;3024;2736;5286;2892;3948;3924;2982;2004;2172;2190;2838;3294;1374;2874;4758;4506;3618;1620;2178;3096;3108;3054
Secchi;3970;66;90;312;468;282;72;192;48;66;66;90;78;108;384;180;246;258;444;54;24;48;54;42;198;414;126;144;66;180;144;276;18;132;78;96;132
Secchi;3971;NULL;228;378;288;528;324;138;852;300;210;228;180;288;516;492;174;198;642;198;300;378;354;696;2070;222;168;1224;168;348;636;432;312;750;216;612;336
Secchi;3972;4608;6840;9318;4212;10428;3702;2298;4872;2508;4806;2976;4512;7008;5892;6786;3336;11070;8076;5508;4986;3132;3492;6264;6012;6054;6240;4836;7656;9222;5526;4926;3708;3156;2940;5220;5808
Secchi;3986;1734;NULL;NULL;NULL;NULL;NULL;NULL;1602;NULL;NULL;1728;NULL;NULL;NULL;1680;NULL;NULL;1596;NULL;NULL;1722;NULL;NULL;NULL;1734;1686;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1722;NULL
Secchi;3987;1674;NULL;NULL;NULL;NULL;1758;NULL;NULL;1668;NULL;1518;NULL;1800;1578;1602;NULL;NULL;1596;NULL;NULL;1674;1800;NULL;1932;NULL;1662;NULL;1872;NULL;1884;NULL;1800;NULL;NULL;1800;1848
Secchi;3816;NULL;NULL;NULL;NULL;NULL;681;NULL;NULL;2016;1800;3054;NULL;NULL;NULL;NULL;1476;NULL;1530;NULL;3624;NULL;1650;1734;NULL;NULL;NULL;NULL;1704;NULL;3099;NULL;NULL;1716;NULL;NULL;1650
Secchi;3823;297;1008;3078;1836;543;306;141;486;195;402;531;966;1398;2946;2058;1518;681;1227;765;900;1206;747;2226;798;1848;2961;1491;1587;810;711;1044;861;1161;2856;951;969
Secchi;3825;810;1263;3168;2442;1386;1278;432;1344;363;654;1107;1356;1935;3600;3450;1929;2001;2526;1386;1719;1446;1239;2709;1242;3501;3156;2454;2214;1719;1710;2124;1818;2106;6138;2016;846
Secchi;3841;NULL;NULL;NULL;NULL;NULL;NULL;5940;NULL;NULL;NULL;NULL;NULL;NULL;2970;4158;9504;NULL;NULL;5940;NULL;NULL;3564;8910;7128;NULL;4752;NULL;12474;NULL;NULL;NULL;5940;9801;9801;NULL;NULL
Secchi;3843;11880;15345;12375;11880;14850;14355;14355;11385;12375;11880;14949;13860;17820;19305;16335;13860;15840;15840;22275;7653;19800;16335;18810;20295;22770;17820;19800;15345;17325;19800;13860;18810;15840;22275;21780;24750
Secchi;3848;6435;7920;8415;6930;9900;8415;7425;5940;6435;5940;8415;7425;8415;8415;11880;6135;11880;7425;10890;6435;7425;8415;8910;11880;11880;9405;12375;7920;7920;13365;6435;7920;10098;9801;9900;11385
Secchi;3850;10890;13860;18315;14355;19305;13365;12870;10890;12375;12870;14454;13860;13860;15840;20295;13239;20226;18810;17820;9900;15345;14850;20790;17820;23760;22275;19800;15345;19305;20295;15840;11880;19800;17325;22275;21780
Secchi;3857;NULL;594;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1188;1188;NULL;NULL;1188;NULL;NULL;NULL;NULL;594;NULL;594;594;NULL;1188;1188;NULL;NULL;NULL;NULL;594;NULL
Secchi;3945;2500;NULL;2475;1500;1000;1500;2000;1500;975;1500;1460;1490;1000;2000;2000;1500;1500;925;2000;1000;2000;1000;1500;1500;1595;2060;2075;1535;NULL;1500;2385;2545;NULL;3090;1120;1500
Secchi;3946;500;NULL;500;500;500;500;500;500;NULL;500;NULL;665;500;NULL;500;500;500;NULL;500;500;500;NULL;500;500;NULL;500;500;500;NULL;635;NULL;500;NULL;500;NULL;600
Secchi;3947;500;500;500;500;NULL;500;500;500;500;500;NULL;845;500;NULL;1000;NULL;565;490;500;1000;NULL;500;NULL;500;500;NULL;560;NULL;595;500;500;NULL;500;NULL;500;500
Secchi;3961;450;900;900;900;900;1350;900;NULL;1800;1080;630;1080;900;630;1260;1350;513;1350;1800;1260;1800;900;900;1350;1350;450;900;900;900;450;1350;1800;900;1350;450;900
Secchi;3962;9402;19728;27390;19752;21588;15612;9510;12204;12150;11994;13938;13884;24288;29706;31134;19956;23640;24258;27726;23316;14262;19812;24516;26412;24204;33480;30510;23730;30282;30330;25272;19308;18006;21444;26910;32070
Secchi;3963;1776;3858;4656;2250;4116;4350;2340;1488;4056;3102;1806;3264;3210;3180;4038;2010;4392;5490;4146;3264;1920;3864;2148;4818;3486;2220;2850;2046;6708;5418;4794;1596;2424;3678;2718;4752
Secchi;3964;1092;1392;2934;864;3276;1212;1686;924;3084;2694;1170;1464;1536;1722;2148;1458;2622;2232;1458;1968;3222;2334;1764;3114;1752;2382;2556;1866;3870;2310;2424;564;2178;2640;1248;2868
Secchi;3977;432;1284;1476;1296;2136;1686;990;1332;1110;1122;936;1194;1320;1296;1218;1392;2550;2760;1248;2166;984;1134;1908;1002;2058;894;1464;1896;1644;2484;1932;1266;1704;1308;900;1800
Secchi;3988;NULL;600;600;NULL;NULL;600;NULL;NULL;NULL;600;600;NULL;600;NULL;NULL;600;600;594;NULL;NULL;1200;NULL;NULL;600;600;600;NULL;NULL;600;NULL;600;600;600;NULL;600;NULL
Secchi;4019;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1632;NULL;1716;NULL;NULL;NULL;3240;NULL;1542;NULL;NULL;NULL;1638;NULL;NULL;3516;NULL;NULL;NULL;NULL;1776;NULL;NULL;NULL;NULL;1626
Secchi;4020;NULL;NULL;NULL;NULL;1614;NULL;3072;5448;3420;NULL;1860;NULL;NULL;NULL;NULL;NULL;6750;NULL;3306;NULL;1596;3372;3510;1680;6990;7266;NULL;4884;NULL;2352;3432;3660;NULL;1482;NULL;NULL
Secchi;4021;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1626;NULL;NULL;NULL;NULL;1800;NULL;NULL;NULL;NULL;NULL;1374;NULL;NULL;1800;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1800;NULL;NULL
Secchi;4022;NULL;NULL;NULL;NULL;1866;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1596;NULL;NULL;NULL;1692;1638;1782;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1854;NULL;1722
Secchi;4036;NULL;NULL;642;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1146;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;4037;NULL;NULL;1200;NULL;NULL;1200;NULL;1200;NULL;NULL;NULL;1488;NULL;NULL;NULL;1320;NULL;NULL;NULL;1200;NULL;NULL;1320;NULL;NULL;1320;NULL;NULL;NULL;1320;1176;NULL;NULL;NULL;1194;NULL
Secchi;4052;575;650;825;50;325;NULL;NULL;NULL;62.5;175;325;50;812.5;37.5;587.5;50;1137.5;NULL;200;NULL;325;37.5;125;200;975;25;312.5;37.5;1337.5;237.5;150;300;237.5;687.5;NULL;NULL
Secchi;3859;2541;2034;5538;4893;3717;4425;2724;1551;4743;2904;2526;3432;3540;4380;5100;3465;5376;3609;3543;2277;2961;2199;4542;4056;8244;6615;5556;4869;7350;2355;7740;3777;6861;3024;5637;8220
Secchi;3864;726;576;2010;2712;1857;1314;942;840;1539;870;1554;1833;873;1428;4998;1416;4251;1896;3147;951;2139;1584;2487;1962;2631;2604;2448;2289;1359;1707;2469;2262;1227;2415;3432;1938
Secchi;3866;396;2046;1455;1575;858;1761;990;360;1068;1536;1260;981;1350;1278;3216;471;2319;702;2538;441;1335;1485;2157;849;2520;2544;1077;774;1302;1668;1512;1137;1155;663;2154;1560
Secchi;3868;66;210;750;222;174;753;51;180;51;684;237;417;447;132;447;255;528;297;651;132;423;258;903;138;747;138;819;462;222;642;105;312;99;132;267;774
Secchi;3873;990;921;1248;1134;1695;1008;822;396;1089;1827;1188;792;1005;1044;1509;1485;216;1707;1683;420;1485;990;1641;1143;1806;810;2214;987;2139;951;1683;1020;1188;822;2604;1437
Secchi;3875;2277;3465;4350;5445;5940;3465;4485;3510;2124;4050;4203;2277;4554;3762;6534;4833;6885;4455;7128;1980;3564;4911;7188;5406;8811;6435;7623;8118;5640;5841;6039;5346;6831;5346;10098;8787
Secchi;3882;297;1386;999;2988;744;1815;2700;1629;1017;1026;2139;1446;1659;1515;1689;1590;2703;2373;3213;2223;1137;837;2142;1359;1530;2322;1683;1530;2421;1740;2433;3603;1113;1881;2361;1431
Secchi;3884;6732;8019;12474;10791;12276;12078;7425;11088;8910;7821;12078;9405;11385;10692;13167;9603;15123;11682;14850;6138;9900;14553;16236;13068;16038;17127;13959;17325;13167;14058;13266;14256;11721;15939;16038;16929
Secchi;3978;78;576;510;414;702;252;360;24;864;222;204;558;252;552;714;396;486;804;396;522;180;366;588;408;366;234;474;576;546;840;660;114;672;330;444;540
Secchi;3979;1560;3498;4704;2682;4626;3660;2700;2988;4548;2580;3156;3354;4176;3438;2574;2880;5670;7734;4614;3780;3552;3876;2694;2664;3600;3396;3342;3954;6846;5910;3300;2856;3648;3180;2448;4986
Secchi;3980;1176;2010;1122;660;2094;2370;1092;990;882;444;1764;822;1512;1386;1692;1338;2214;1464;2196;774;1236;1164;2058;2238;630;1086;1008;216;2244;2388;1410;954;1326;768;2934;1656
Secchi;3994;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1200;2136;5496;3414;NULL;1800;1800;3006;NULL
Secchi;3995;408;1506;2052;1182;1278;2064;696;1266;588;510;300;522;3348;2514;2418;1386;1818;2718;2712;1812;942;1116;1188;3012;894;3066;1302;1668;2208;1110;3408;2940;1218;1446;3378;2160
Secchi;3996;NULL;42;108;888;1536;1932;948;534;576;138;168;186;54;456;318;630;2688;2580;3150;1782;330;402;1020;204;228;234;102;966;3510;2988;3438;1164;1188;672;450;162
Secchi;3997;396;3606;3990;2562;2574;1572;1272;1302;1620;1182;1230;1314;3690;6216;4800;2934;2514;2430;3288;4506;864;1974;2898;3960;2958;4146;4626;2796;3066;1536;2466;2646;1332;2010;2544;1884
Secchi;4011;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1200;2136;5496;1614;NULL;NULL;NULL;NULL;NULL
Secchi;4053;162.5;2650;125;2987.5;1950;225;2112.5;2112.5;650;1300;650;650;3462.5;2600;2187.5;1525;1425;687.5;3500;1787.5;3950;2600;3725;NULL;3575;NULL;4062.5;850;16975;3575;3900;1487.5;2600;25400;2225;3737.5
Secchi;4054;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10525;NULL;NULL;NULL;NULL;11700;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;11012.5;NULL
Secchi;4055;1225;1937.5;900;2000;675;1550;925;1050;687.5;1212.5;712.5;950;987.5;1012.5;1237.5;1450;1062.5;1500;1450;1050;1075;1362.5;1400;1512.5;1287.5;1725;1625;2112.5;1050;2862.5;1150;2362.5;1200;4337.5;1262.5;1525
Secchi;4056;137.5;100;1000;362.5;500;1050;200;525;237.5;737.5;612.5;625;537.5;662.5;800;862.5;500;1112.5;875;412.5;787.5;1137.5;2925;2587.5;1887.5;1512.5;2250;1737.5;2125;1575;1837.5;2312.5;2025;4350;2175;2800
Secchi;4069;NULL;187.5;NULL;75;NULL;NULL;NULL;NULL;150;650;NULL;NULL;NULL;37.5;62.5;125;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;4070;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1900;NULL;NULL;NULL;NULL;1300;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1887.5;NULL;NULL;NULL
Secchi;4071;NULL;NULL;NULL;3087.5;NULL;650;1300;NULL;1950;650;NULL;NULL;1487.5;1300;125;650;2175;NULL;1200;1300;650;NULL;650;1300;1300;NULL;650;NULL;2500;1300;NULL;NULL;NULL;1100;1950;650
Secchi;4072;5850;1300;1300;3675;6500;5925;4712.5;11700;6500;2112.5;2600;1300;12812.5;1950;1137.5;1625;8862.5;22750;2275;5850;3250;3900;1300;5850;NULL;NULL;1300;325;26650;3900;3250;1300;1950;650;NULL;650
Secchi;4012;NULL;NULL;78;52;130;NULL;260;19.5;NULL;NULL;338;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;4014;1200;2400;2400;2400;2400;3000;3000;600;600;3120;1200;2400;3600;3000;2400;3600;5400;3600;3174;5400;NULL;3000;3600;2400;3000;3600;3000;1800;2400;3600;3000;3000;600;3000;3000;3000
Secchi;4028;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1920;NULL;NULL;NULL;NULL;NULL;1782;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1920;NULL;NULL;NULL;NULL;NULL
Secchi;4029;NULL;NULL;300;NULL;300;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;900;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;4030;NULL;300;NULL;600;NULL;NULL;300;NULL;NULL;402;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Secchi;4045;1300;1950;650;NULL;1775;1950;1937.5;NULL;NULL;2600;1137.5;650;NULL;1200;3100;NULL;1762.5;1487.5;NULL;1812.5;NULL;5200;NULL;2300;712.5;650;650;NULL;3275;1275;550;1850;NULL;1950;2412.5;NULL
Secchi;4046;4125;4550;3650;2162.5;4925;5375;4987.5;3637.5;5500;4675;4675;5900;4562.5;4562.5;4112.5;3650;4275;6312.5;6512.5;8150;3412.5;1987.5;9737.5;1387.5;6762.5;2662.5;4525;2200;6162.5;3687.5;11125;2137.5;4275;1325;8200;2737.5
Secchi;4047;4412.5;6112.5;5462.5;7337.5;12225;4212.5;7962.5;3987.5;5762.5;2650;4337.5;9137.5;4887.5;11675;2812.5;3350;12400;9312.5;7400;7725;6112.5;3987.5;4125;6112.5;4087.5;14175;5875;5087.5;8475;3687.5;12625;3337.5;4550;3987.5;7912.5;6212.5
Secchi;3891;NULL;99;99;594;99;99;NULL;NULL;594;99;NULL;198;594;594;99;NULL;198;594;NULL;99;693;99;NULL;792;NULL;594;NULL;198;591;99;594;198;NULL;594;99;198
Secchi;3893;693;NULL;792;693;99;693;NULL;NULL;792;594;NULL;891;594;594;99;693;693;NULL;693;693;99;99;594;990;NULL;NULL;792;NULL;792;594;NULL;594;NULL;198;495;NULL
Secchi;3898;NULL;NULL;198;594;NULL;693;NULL;NULL;669;198;NULL;693;NULL;693;99;99;594;99;594;594;99;495;99;1089;NULL;594;NULL;594;NULL;NULL;594;594;NULL;198;594;NULL
Secchi;3900;NULL;NULL;NULL;NULL;1782;2970;NULL;NULL;NULL;NULL;NULL;2376;NULL;NULL;3564;NULL;NULL;3564;NULL;5940;NULL;1782;2970;4752;NULL;10692;4752;11880;NULL;19602;14841;NULL;13659;NULL;7125;NULL
Secchi;3907;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3502.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3323.6;NULL;NULL;366.8;NULL;NULL;NULL;NULL;NULL
